258.016	1.08326
257.883	1.12425
257.772	1.10912
257.604	0.993601
257.438	0.769147
257.272	0.446773
257.104	0.0450558
256.939	-0.397526
256.771	-0.852328
256.605	-1.27004
256.439	-1.61896
256.27	-1.86907
256.106	-1.98918
255.937	-1.97386
255.772	-1.82416
255.605	-1.55163
255.439	-1.18488
255.272	-0.754224
255.105	-0.300665
254.938	0.138914
254.772	0.523648
254.604	0.8286
254.438	1.02917
254.272	1.11912
254.101	1.10094
253.938	0.993885
253.772	0.81818
253.605	0.604464
253.439	0.387517
253.272	0.197831
253.105	0.0629233
252.938	0.00241041
252.772	0.0238991
252.605	0.124459
252.438	0.29031
252.271	0.498346
252.105	0.717365
251.938	0.915838
251.772	1.06043
251.605	1.12388
251.438	1.08599
251.272	0.938094
251.105	0.681927
250.938	0.332423
250.771	-0.0847735
250.605	-0.53511
250.438	-0.984052
250.271	-1.3857
250.105	-1.70698
249.938	-1.9184
249.772	-1.99943
249.605	-1.943
249.438	-1.75386
249.272	-1.44992
249.104	-1.05797
248.938	-0.615649
248.771	-0.162071
248.605	0.262304
248.436	0.630528
248.271	0.899962
248.105	1.06788
247.939	1.12494
247.772	1.07874
247.605	0.946907
247.438	0.755287
247.271	0.537091
247.105	0.325695
246.937	0.149164
246.772	0.0366844
246.605	0.000148118
246.439	0.045952
246.272	0.167912
246.105	0.348837
245.938	0.564238
245.771	0.781202
245.605	0.966354
245.439	1.0889
245.272	1.1238
245.105	1.05338
244.938	0.872185
244.772	0.585868
244.605	0.213092
244.438	-0.218422
244.271	-0.673456
244.105	-1.11074
243.938	-1.49269
243.771	-1.78473
243.604	-1.95747
243.438	-1.99693
243.271	-1.89863
243.104	-1.67235
242.938	-1.33987
242.771	-0.928359
242.604	-0.479291
242.438	-0.0306025
242.272	0.379161
242.105	0.718821
241.938	0.961981
241.771	1.09662
241.605	1.12118
241.438	1.04659
241.272	0.894403
241.103	0.689185
240.938	0.470385
240.771	0.266781
240.605	0.108245
240.437	0.0165827
240.272	0.00538689
240.105	0.0757222
239.938	0.218087
239.771	0.412002
239.605	0.630977
239.438	0.841604
239.272	1.01114
239.105	1.1099
238.938	1.1142
238.772	1.0105
238.605	0.795717
238.439	0.482448
238.272	0.0878716
238.105	-0.353827
237.938	-0.80724
237.771	-1.2331
237.605	-1.59069
237.439	-1.84833
237.272	-1.9835
237.105	-1.98186
236.938	-1.84397
236.771	-1.58278
236.605	-1.22305
236.438	-0.797159
236.271	-0.342857
236.105	0.0971636
235.937	0.491865
235.771	0.802651
235.605	1.01415
235.439	1.11514
235.27	1.1081
235.104	1.00691
234.937	0.835679
234.771	0.624745
234.605	0.406726
234.439	0.213909
234.272	0.0730877
234.105	0.00469398
233.938	0.0183818
233.77	0.112895
233.604	0.272907
233.437	0.477567
233.271	0.696503
233.104	0.898672
232.938	1.04955
232.771	1.12197
232.605	1.09443
232.438	0.956753
232.271	0.710543
232.104	0.369095
231.938	-0.0425418
231.771	-0.493269
231.605	-0.940683
231.438	-1.34986
231.271	-1.68089
231.105	-1.90339
230.938	-1.99763
230.77	-1.95357
230.604	-1.77601
230.438	-1.48331
230.271	-1.09896
230.105	-0.662023
229.938	-0.206678
229.771	0.224216
229.605	0.593925
229.437	0.878637
229.272	1.05621
229.105	1.12415
228.938	1.08717
228.771	0.961994
228.605	0.775521
228.438	0.55821
228.271	0.344157
228.105	0.164423
227.938	0.0439476
227.771	5.37634e-05
227.604	0.0385451
227.438	0.154084
227.271	0.33061
227.105	0.542947
226.938	0.760835
226.771	0.950742
226.604	1.08122
226.438	1.12484
226.271	1.06471
226.105	0.894219
225.936	0.612812
225.772	0.252366
225.603	-0.178861
225.437	-0.631982
225.272	-1.06894
225.105	-1.45774
224.939	-1.75842
224.772	-1.94517
224.604	-1.99906
224.438	-1.91432
224.271	-1.6996
224.104	-1.37473
223.938	-0.972362
223.771	-0.522473
223.603	-0.0701629
223.438	0.342384
223.271	0.690598
223.104	0.943382
222.938	1.08851
222.771	1.12341
222.604	1.05743
222.438	0.910888
222.271	0.711547
222.105	0.49204
221.938	0.284972
221.77	0.11977
221.604	0.0222417
221.438	0.00300157
221.271	0.0657341
221.105	0.20147
220.938	0.392235
220.771	0.609881
220.604	0.82266
220.438	0.997568
220.271	1.10419
220.105	1.11824
219.938	1.02497
219.771	0.821039
219.605	0.51603
219.437	0.126857
219.271	-0.312268
219.103	-0.769779
218.938	-1.19539
218.771	-1.56004
218.605	-1.82909
218.438	-1.97646
218.271	-1.98802
218.104	-1.86265
217.938	-1.6126
217.771	-1.26069
217.604	-0.838418
217.438	-0.386615
217.271	0.0583252
217.104	0.456429
216.937	0.777993
216.771	0.998849
216.604	1.11069
216.437	1.11333
216.271	1.02077
216.105	0.855407
215.938	0.645974
215.77	0.425915
215.604	0.229635
215.438	0.0834073
215.271	0.00774086
215.104	0.013431
214.938	0.0994679
214.772	0.253809
214.605	0.454889
214.438	0.675671
214.271	0.880731
214.104	1.03817
213.938	1.11904
213.771	1.10185
213.604	0.974877
213.438	0.738873
213.271	0.405325
213.104	-0.00145626
212.938	-0.449002
212.771	-0.899398
212.604	-1.3133
212.438	-1.65308
212.271	-1.88755
212.105	-1.99446
211.938	-1.96434
211.771	-1.79953
211.604	-1.51601
211.438	-1.13904
211.269	-0.698398
211.104	-0.249215
210.938	0.184162
210.771	0.561759
210.605	0.854803
210.438	1.04409
210.272	1.12233
210.105	1.09485
209.938	0.977316
209.77	0.794366
209.604	0.578689
209.438	0.363926
209.27	0.178797
209.104	0.0523315
208.938	0.000704885
208.771	0.0312846
208.604	0.140305
208.438	0.310891
208.271	0.521766
208.104	0.74076
207.938	0.934773
207.771	1.07164
207.604	1.12492
207.438	1.07536
207.271	0.915415
207.105	0.648285
206.936	0.286562
206.77	-0.134342
206.604	-0.586608
206.438	-1.03001
206.271	-1.42538
206.105	-1.73536
205.937	-1.93416
205.771	-1.99997
205.605	-1.92857
205.438	-1.72561
205.27	-1.40883
205.104	-1.01126
204.937	-0.566585
204.771	-0.114796
204.604	0.305471
204.438	0.6597
204.272	0.922557
204.105	1.07911
203.938	1.1247
203.772	1.06809
203.604	0.92788
203.438	0.732406
203.271	0.513361
203.104	0.303675
202.938	0.134124
202.771	0.0284127
202.604	0.00120312
202.437	0.0563361
202.271	0.185707
202.104	0.372069
201.937	0.588561
201.771	0.803178
201.604	0.983246
201.437	1.09772
201.271	1.12137
201.104	1.0387
200.938	0.845334
200.77	0.547398
200.587	0.124574
200.437	-0.269388
200.271	-0.722988
200.104	-1.15561
199.937	-1.52961
199.771	-1.80825
199.604	-1.96799
199.438	-1.99285
199.271	-1.88042
199.104	-1.64156
198.938	-1.2979
198.77	-0.880334
198.604	-0.42841
198.437	0.0172425
198.271	0.421292
198.104	0.750782
197.937	0.982428
197.771	1.10446
197.605	1.11778
197.438	1.03321
197.271	0.873309
197.104	0.667089
196.938	0.447399
196.77	0.246574
196.604	0.0946296
196.437	0.0114203
196.271	0.00934494
196.104	0.0881373
195.937	0.237319
195.771	0.435724
195.604	0.655246
195.438	0.862579
195.27	1.02635
195.104	1.11542
194.937	1.10794
194.771	0.99221
194.604	0.765417
194.437	0.441009
194.27	0.0383945
194.104	-0.404807
193.938	-0.856124
193.77	-1.2776
193.605	-1.62245
193.438	-1.86942
193.272	-1.98988
193.104	-1.97322
192.937	-1.82088
192.771	-1.54836
192.604	-1.17813
192.437	-0.746548
192.271	-0.292972
192.104	0.145279
191.937	0.529694
191.77	0.831913
191.604	1.03083
191.437	1.11972
191.27	1.10114
191.103	0.990924
190.937	0.814457
190.77	0.599695
190.603	0.382303
190.437	0.194311
190.271	0.0615011
190.104	0.00216985
189.937	0.0248969
